CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"27767179";"0001";"63";"1";"AGRO COMERCIAL SANTA EDWIGENS";"02";"20170518";"00";"";"";"20170518";"0322101";"0119999,0151203,0153901,0153902,1121600,3600602,4722902,4724500";"SITIO";"MOCO DE BAIXO";"S/N";"";"AREA RURAL";"58500000";"PB";"2095";"83";"33511232";"11";"89048861";"";"";"";"";"";"SITIO, MOCO DE BAIXO, S/N, AREA RURAL, 58500000, PB, 2095, Brasil";1
"27169439";"0001";"07";"1";"PISCICULTURA VIVA MAIS";"02";"20170222";"00";"";"";"20170222";"0322101";"4722902";"RUA";"JOSE ALVES MACIEL";"205";"SALA  01";"ACAMPAMENTO DO DNOCS";"58770000";"PB";"1997";"83";"99042136";"";"";"";"";"JOLIXSERVICOSELOCACOES@GMAIL.COM";"";"";"RUA, JOSE ALVES MACIEL, 205, SALA  01, ACAMPAMENTO DO DNOCS, 58770000, PB, 1997, Brasil";1
"27896591";"0001";"83";"1";"";"02";"20170501";"00";"";"";"20170501";"0312401";"";"LAGO";"RIO PANEMA";"SN";"";"PORTO CAPIM";"19590000";"SP";"7159";"18";"97847112";"";"";"";"";"";"";"";"LAGO, RIO PANEMA, SN, PORTO CAPIM, 19590000, SP, 7159, Brasil";1
"27904565";"0001";"50";"1";"";"02";"20170606";"00";"";"";"20170606";"0322101";"0155505,0155504,0155501";"SITIO";"ESTRADA BAIRRO DA DOBRADA";"S/N";"";"BARRO DA DOBRADA";"12970000";"SP";"6873";"11";"55555615";"";"";"";"";"";"";"";"SITIO, ESTRADA BAIRRO DA DOBRADA, S/N, BARRO DA DOBRADA, 12970000, SP, 6873, Brasil";1
"27931300";"0001";"40";"1";"";"02";"20170531";"00";"";"";"20170531";"0322101";"0121101,0111302,0122900";"ESTRADA";"MUNICIPAL JAGUARIUNA A GUEDES";"S/N";"      SITIO SAO JOAQUIM";"GUEDES";"13910001";"SP";"6595";"19";"38474444";"";"";"19";"38474444";"TRADICAO@TRADICAONLINE.COM.BR";"";"";"ESTRADA, MUNICIPAL JAGUARIUNA A GUEDES, S/N, SITIO SAO JOAQUIM, GUEDES, 13910001, SP, 6595, Brasil";1
"27946998";"0001";"78";"1";"";"02";"20220527";"00";"";"";"20170612";"0322101";"4634603,4722902";"ESTRADA";"DO MORRO GRANDE";"S/N";"";"MORRO GRANDE";"25845000";"RJ";"2925";"24";"22222013";"";"";"";"";"IRIA@SINALMAIS.COM.BR";"";"";"ESTRADA, DO MORRO GRANDE, S/N, MORRO GRANDE, 25845000, RJ, 2925, Brasil";1
"27966059";"0001";"95";"1";"";"02";"20170614";"00";"";"";"20170614";"0312401";"";"LAGO";"RIO PANEMA";"SN";"";"PORTO CAPIM";"19590000";"SP";"7159";"18";"99623398";"";"";"";"";"";"";"";"LAGO, RIO PANEMA, SN, PORTO CAPIM, 19590000, SP, 7159, Brasil";1
"27976581";"0001";"58";"1";"";"02";"20170614";"00";"";"";"20170614";"0322101";"0121101,0119906";"ESTRADA";"VICINAL GUAPIACU A CEDRAL KM 4";"S/N";"      ESTANCIA BOA VISTA";"ZONA RURAL";"15110000";"SP";"6451";"17";"32335958";"";"";"";"";"SAFRACONTABIL@UOL.COM.BR";"";"";"ESTRADA, VICINAL GUAPIACU A CEDRAL KM 4, S/N, ESTANCIA BOA VISTA, ZONA RURAL, 15110000, SP, 6451, Brasil";1
"28111205";"0001";"63";"1";"";"02";"20170621";"00";"";"";"20170621";"0322101";"";"ESTRADA";"VICINAL";"S/N";"";"ZONA RURAL";"78195000";"MT";"9059";"65";"99920310";"";"";"";"";"";"";"";"ESTRADA, VICINAL, S/N, ZONA RURAL, 78195000, MT, 9059, Brasil";1
"28209886";"0001";"05";"1";"";"02";"20170627";"00";"";"";"20170627";"0311601";"0311602";"RUA";"RUA SILVINO DE ARAUJO";"1007";"";"ACARAU";"11990000";"SP";"6299";"13";"88738533";"13";"88625020";"";"";"MEBSCANANEIA@GMAIL.COM";"";"";"RUA, RUA SILVINO DE ARAUJO, 1007, ACARAU, 11990000, SP, 6299, Brasil";1
"28252334";"0001";"71";"1";"";"02";"20170607";"00";"";"";"20170607";"0322101";"0133402,0119906,0121101,0139399";"RODOVIA";"BR 116 KM 42";"SN";"";"RABELO";"11800000";"SP";"6623";"11";"43585511";"11";"96383570";"";"";"";"";"";"RODOVIA, BR 116 KM 42, SN, RABELO, 11800000, SP, 6623, Brasil";1
"08595337";"0003";"62";"2";"";"02";"20170801";"00";"";"";"20170801";"0322101";"";"SITIO";"SAO JOSE";"SN";"";"AGUA DO MOSQUITO";"19847899";"SP";"6677";"18";"33711264";"";"";"";"";"SINDICATO.MARACAI2023@GMAIL.COM";"";"";"SITIO, SAO JOSE, SN, AGUA DO MOSQUITO, 19847899, SP, 6677, Brasil";1
"28328103";"0001";"02";"1";"";"02";"20170802";"00";"";"";"20170802";"0312401";"0151201,0151202,0220999,0159801";"SITIO";"SAO BENEDITO";"001";"";"BOM SUCESSO";"12180000";"SP";"6747";"12";"36771361";"";"";"";"";"SILVIONATIVIDADEDASERRA@BOL.COM.BR";"";"";"SITIO, SAO BENEDITO, 001, BOM SUCESSO, 12180000, SP, 6747, Brasil";1
"20714274";"0002";"30";"2";"";"02";"20170801";"00";"";"";"20170801";"0312401";"";"LAGO";"SERGIO MOTA";"S/N";"      MARGENS RIO PARANA";"MARGENS RIO PARANA";"19280000";"SP";"7187";"18";"96799653";"18";"32821228";"18";"32821228";"DESPACHANTE_UNIAO@YAHOO.COM.BR";"";"";"LAGO, SERGIO MOTA, S/N, MARGENS RIO PARANA, MARGENS RIO PARANA, 19280000, SP, 7187, Brasil";1
"28449511";"0001";"04";"1";"MARATHAOAN PISCICULTURA";"02";"20170818";"00";"";"";"20170818";"0322101";"0312401,0312402,0312403,0312404,0322102,0322103,0322104";"ESTRADA";"RIACHO VERDE - FAZENDA PRECABURA";"01";"";"ZONA RURAL";"64100000";"PI";"1023";"86";"99212258";"86";"32261655";"86";"32261655";"DELAMBIENTAL@HOTMAIL.COM";"";"";"ESTRADA, RIACHO VERDE - FAZENDA PRECABURA, 01, ZONA RURAL, 64100000, PI, 1023, Brasil";1
"08192317";"0002";"60";"2";"";"02";"20170919";"00";"";"";"20170919";"0322101";"0111302";"CHACARA";"SANTA EDWIRGES";"S/N";"";"DOS NAZARIOS";"13860000";"SP";"6105";"19";"36522704";"";"";"";"";"";"";"";"CHACARA, SANTA EDWIRGES, S/N, DOS NAZARIOS, 13860000, SP, 6105, Brasil";1
"28775191";"0001";"82";"1";"";"02";"20171002";"00";"";"";"20171002";"0322101";"";"SITIO";"TALISMA";"S/N";"CASA";"CARDOSOS";"13960000";"SP";"7143";"19";"96960012";"";"";"";"";"";"";"";"SITIO, TALISMA, S/N, CASA, CARDOSOS, 13960000, SP, 7143, Brasil";1
"28783366";"0001";"01";"1";"";"02";"20171002";"00";"";"";"20171002";"0312401";"";"LAGO";"SERGIO MOTA";"S/N";"      MARGENS DO RIO            PARANA";"ZONA RURAL";"19280000";"SP";"7187";"18";"96377552";"18";"81285057";"18";"32821228";"DESPACHANTE_UNIAO@YAHOO.COM.BR";"";"";"LAGO, SERGIO MOTA, S/N, MARGENS DO RIO            PARANA, ZONA RURAL, 19280000, SP, 7187, Brasil";1
"28800079";"0001";"54";"1";"";"02";"20171005";"00";"";"";"20171005";"0312401";"";"RUA";"PEDRO BERNARDO DA SILVA";"580";"";"VILA AUREA";"19273000";"SP";"7265";"18";"32841989";"";"";"18";"32841989";"ORGANTEQ@YAHOO.COM.BR";"";"";"RUA, PEDRO BERNARDO DA SILVA, 580, VILA AUREA, 19273000, SP, 7265, Brasil";1
"28821828";"0001";"20";"1";"";"02";"20170913";"00";"";"";"20170913";"0312401";"";"RUA";"VICENTE LUIZ SANTINI";"166";"";"SANTA ROSA";"16880000";"SP";"7227";"18";"91057658";"";"";"";"";"";"";"";"RUA, VICENTE LUIZ SANTINI, 166, SANTA ROSA, 16880000, SP, 7227, Brasil";1
"28945144";"0001";"30";"1";"";"02";"20171026";"00";"";"";"20171026";"0322101";"";"SITIO";"SOM DAS AGUAS";"SN";"";"GRAMINHA";"13770000";"SP";"6275";"19";"36632090";"19";"36631136";"";"";"ESCRITORIOIMPERIAL1@YAHOO.COM.BR";"";"";"SITIO, SOM DAS AGUAS, SN, GRAMINHA, 13770000, SP, 6275, Brasil";1
"29049794";"0001";"60";"1";"";"02";"20171110";"00";"";"";"20171110";"0322101";"0121101,0133499";"CHACARA";"PARAISO";"S/N";"";"SERRA DO MOQUEM";"13960000";"SP";"7143";"11";"23798103";"11";"45498549";"";"";"";"";"";"CHACARA, PARAISO, S/N, SERRA DO MOQUEM, 13960000, SP, 7143, Brasil";1
"29058965";"0001";"17";"1";"";"02";"20171113";"00";"";"";"20171113";"0322101";"";"RODOVIA";"FRANCISCO JOSE AYUB";"445";"KM    129";"BAIRRO DA ILHA";"18160000";"SP";"7007";"15";"96916267";"15";"32928132";"";"";"CORREAALVESLEONARDO@GMAIL.COM";"";"";"RODOVIA, FRANCISCO JOSE AYUB, 445, KM    129, BAIRRO DA ILHA, 18160000, SP, 7007, Brasil";1
"29128967";"0001";"35";"1";"";"02";"20170921";"00";"";"";"20170921";"0312401";"";"RUA";"IVAN JOSE BORGES";"2044";"CASA";"VILA URIAS DE PAULA";"15570000";"SP";"6315";"17";"81559886";"17";"97690991";"";"";"ESC_CARDOSO@HOTMAIL.COM";"";"";"RUA, IVAN JOSE BORGES, 2044, CASA, VILA URIAS DE PAULA, 15570000, SP, 6315, Brasil";1
"29130210";"0001";"86";"1";"";"02";"20171017";"00";"";"";"20171017";"0312401";"";"RUA";"SALATIEL GOMES DE SOUZA";"2514";"";"ESTELA PARQUE RESIDENCIAL";"15501155";"SP";"7245";"17";"97653161";"";"";"";"";"ESC.TUPI@HOTMAIL.COM";"";"";"RUA, SALATIEL GOMES DE SOUZA, 2514, ESTELA PARQUE RESIDENCIAL, 15501155, SP, 7245, Brasil";1
"29161177";"0001";"51";"1";"ICHIBAN PESQUEIRO RESTAURANTE E LANCHONETE";"02";"20171128";"00";"";"";"20171128";"0322101";"9319199,0312401,4722902,4763604,5611201,5611203";"ESTRADA";"MUNICIPAL ITAPETI";"0";"";"ESTANCIA PRIMAVERA";"07500000";"SP";"7037";"11";"82620589";"";"";"";"";"ICHIBAPESQUEIRO@YAHOO.COM.BR";"";"";"ESTRADA, MUNICIPAL ITAPETI, 0, ESTANCIA PRIMAVERA, 07500000, SP, 7037, Brasil";1
"29213156";"0001";"32";"1";"";"02";"20171205";"00";"";"";"20171205";"0312401";"";"RUA";"6";"151";"";"LOTEAMENTO BEIRA RIO TOMAIZAO";"15570000";"SP";"6315";"17";"96275548";"";"";"";"";"ESC.TUPI@HOTMAIL.COM";"";"";"RUA, 6, 151, LOTEAMENTO BEIRA RIO TOMAIZAO, 15570000, SP, 6315, Brasil";1
"29222980";"0001";"59";"1";"BRAND NEW STORE";"02";"20171206";"00";"";"";"20171206";"0322101";"";"RUA";"B";"71";"";"SETUBAL";"18143168";"SP";"7113";"11";"26962200";"";"";"11";"22196654";"SAC@GRUPOMCFERNANDES.COM.BR";"";"";"RUA, B, 71, SETUBAL, 18143168, SP, 7113, Brasil";1
"29512692";"0001";"39";"1";"";"02";"20180118";"00";"";"";"20180118";"0312401";"";"RUA";"JOAO SCATAMBULO";"616";"";"JARDIM LEONOR CRISTINA";"13630608";"SP";"6887";"19";"35619206";"";"";"";"";"";"";"";"RUA, JOAO SCATAMBULO, 616, JARDIM LEONOR CRISTINA, 13630608, SP, 6887, Brasil";1
"29594258";"0001";"45";"1";"";"02";"20180201";"00";"";"";"20180201";"0322101";"0121101,0111302";"RUA";"SAO BENEDITO";"500";"      CHACARA BONETTI";"ORATORIO";"13960000";"SP";"7143";"11";"82042047";"";"";"";"";"";"";"";"RUA, SAO BENEDITO, 500, CHACARA BONETTI, ORATORIO, 13960000, SP, 7143, Brasil";1
"29703198";"0001";"51";"1";"";"02";"20180215";"00";"";"";"20180215";"0322101";"";"SITIO";"CANTINHO DO CEU";"SN";"";"CIDREIRA";"13770000";"SP";"6275";"35";"37217350";"";"";"";"";"";"";"";"SITIO, CANTINHO DO CEU, SN, CIDREIRA, 13770000, SP, 6275, Brasil";1
"29763664";"0001";"94";"1";"";"02";"20180223";"00";"";"";"20180223";"0312401";"";"RUA";"PROFESSORA IRENE MARIA OLIVEIRA PAES";"60";"";"CENTRO";"18620000";"SP";"6145";"14";"38451973";"14";"38451310";"14";"38451973";"FESCINACONTABIL@HOTMAIL.COM";"";"";"RUA, PROFESSORA IRENE MARIA OLIVEIRA PAES, 60, CENTRO, 18620000, SP, 6145, Brasil";1
"29824289";"0001";"45";"1";"";"02";"20180228";"00";"";"";"20180228";"0322101";"0210101,0151203";"ESTANCIA";"FAMILIA GALLANI";"S.N.";"";"BANANEIRA";"15430000";"SP";"6117";"19";"97633033";"17";"38151211";"17";"38151211";"";"";"";"ESTANCIA, FAMILIA GALLANI, S.N., BANANEIRA, 15430000, SP, 6117, Brasil";1
"29868406";"0001";"72";"1";"";"02";"20180307";"00";"";"";"20180307";"0312401";"";"ACESSO";"PORTO INDEPENDENCIA";"371";"";"BEIRA RIO";"16920000";"SP";"6321";"18";"91080329";"18";"37419790";"";"";"";"";"";"ACESSO, PORTO INDEPENDENCIA, 371, BEIRA RIO, 16920000, SP, 6321, Brasil";1
"30168990";"0001";"32";"1";"";"02";"20180411";"00";"";"";"20180411";"0311601";"0312401,0311602,0312402";"RUA";"MARLENE DE MATOS";"805";"";"CHACARA PATRICIA";"11920000";"SP";"6507";"13";"38414661";"13";"97122744";"13";"38414661";"CP.VEIGAMIRANDA@GMAIL.COM";"";"";"RUA, MARLENE DE MATOS, 805, CHACARA PATRICIA, 11920000, SP, 6507, Brasil";1
"30181402";"0001";"09";"1";"ARAPAIMA IKE";"02";"20180412";"00";"";"";"20180412";"0322101";"0322107,0322199,1012102,1510600,1521100,3329599,4623109,4634603,4692300,4722902,7739099";"AVENIDA";"DEOCLECIO GURJAO ESTRADA DA COREIA";"SN";"KM    01";"SANTA MARIA";"68795000";"PA";"0429";"91";"93445108";"";"";"";"";"PISCICULTURAARIMA@GMAIL.COM";"";"";"AVENIDA, DEOCLECIO GURJAO ESTRADA DA COREIA, SN, KM    01, SANTA MARIA, 68795000, PA, 0429, Brasil";1
"30222089";"0001";"00";"1";"";"02";"20180416";"00";"";"";"20180416";"0322101";"0111302";"SITIO";"DOIS IRMAOS";"S/N";"      EST MUNICIPAL 22          POTRIBU DE CIMA";"APOTREBU";"13300970";"SP";"6579";"11";"21058048";"15";"32621398";"18";"32622870";"";"";"";"SITIO, DOIS IRMAOS, S/N, EST MUNICIPAL 22          POTRIBU DE CIMA, APOTREBU, 13300970, SP, 6579, Brasil";1
"14724262";"0002";"94";"2";"";"02";"20180510";"00";"";"";"20180510";"0322101";"0151201";"ESTRADA MUNICIPAL";"SUD MENNUCCI A ARACANGUA";"KM 14";"      SITIO SAO FRANCISCO       DE ASSIS";"ARACATUBINHA";"15360000";"SP";"7147";"18";"37861154";"";"";"18";"37861154";"LUCKCONTABIL@BOL.COM.BR";"";"";"ESTRADA MUNICIPAL, SUD MENNUCCI A ARACANGUA, KM 14, SITIO SAO FRANCISCO       DE ASSIS, ARACATUBINHA, 15360000, SP, 7147, Brasil";1
"30450906";"0001";"79";"1";"";"02";"20220216";"00";"";"";"20180514";"0312401";"5611201";"AVENIDA";"FRANCISCO SARAGIOTTO";"1000";"";"BAIRRO DAS POSSES";"13930000";"SP";"7133";"19";"38079641";"";"";"";"";"CSACONTABIL@HOTMAIL.COM";"";"";"AVENIDA, FRANCISCO SARAGIOTTO, 1000, BAIRRO DAS POSSES, 13930000, SP, 7133, Brasil";1
"30511696";"0001";"81";"1";"AS. DOS AGRICUL RURAIS E PESCA. ARTESANAIS DO PINDARE";"02";"20180507";"00";"";"";"20180507";"0312401";"0119999,0121101,0139399,0312404,0322101,0322107,1033301,1033302,1052000,1061902,1064300,1095300";"RUA";"JUSCELINO  KUBITSCHEK";"01";"";"RESIDENCIAL PINDARE";"65370000";"MA";"0867";"98";"36530813";"";"";"";"";"";"";"";"RUA, JUSCELINO  KUBITSCHEK, 01, RESIDENCIAL PINDARE, 65370000, MA, 0867, Brasil";1
"30573946";"0001";"08";"1";"";"02";"20180528";"00";"";"";"20180528";"0322101";"0322102,0322103,0322104,0322199,0322105,0322106";"FAZENDA";"SANTO ANTONIO DO VALONGO";"S/N";"      ZONA RURAL";"MORRO ALTO";"13480970";"SP";"6639";"11";"98004978";"";"";"";"";"ESCRITORIOEXCELSIOR@YAHOO.COM.BR";"";"";"FAZENDA, SANTO ANTONIO DO VALONGO, S/N, ZONA RURAL, MORRO ALTO, 13480970, SP, 6639, Brasil";1
"30581108";"0001";"86";"1";"FQF LOCACAO E INTERMEDIACAO DE NEGOCIOS";"02";"20180529";"00";"";"";"20180529";"0322101";"0810006,1629301,1629302,4744002,6821801,6822600,7490199,7711000,7731400,7739099,8211300";"RUA";"DUQUE DE CAXIAS";"63";"";"SAO PEDRO";"62430000";"CE";"1395";"85";"30480001";"";"";"";"";"JCCSF2010@GMAIL.COM";"";"";"RUA, DUQUE DE CAXIAS, 63, SAO PEDRO, 62430000, CE, 1395, Brasil";1
"30594187";"0001";"60";"1";"";"02";"20180529";"00";"";"";"20180529";"0322101";"";"RODOVIA";"MARECHAL RONDON";"SN";"      CHACARA FAUSTINO          BAIRRO PINHEIRINHO";"ITAIM";"13312000";"SP";"6579";"11";"40220161";"11";"40220151";"11";"40221469";"EVOLUCAO@EVOLUCAOITU.COM.BR";"";"";"RODOVIA, MARECHAL RONDON, SN, CHACARA FAUSTINO          BAIRRO PINHEIRINHO, ITAIM, 13312000, SP, 6579, Brasil";1
"30631145";"0001";"51";"1";"";"02";"20180606";"00";"";"";"20180606";"0322101";"";"SITIO";"SAO FRANCISCO";"S/N";"";"PIRAPITINGUI";"13800970";"SP";"6717";"19";"92637539";"";"";"";"";"";"";"";"SITIO, SAO FRANCISCO, S/N, PIRAPITINGUI, 13800970, SP, 6717, Brasil";1
"30842795";"0001";"46";"1";"";"02";"20180703";"00";"";"";"20180703";"0312401";"";"ACESSO";"RANCHO VIRA COPO";"784";"";"BEIRA RIO";"16920000";"SP";"6321";"18";"91420352";"";"";"";"";"";"";"";"ACESSO, RANCHO VIRA COPO, 784, BEIRA RIO, 16920000, SP, 6321, Brasil";1
"30855141";"0001";"57";"1";"";"02";"20180704";"00";"";"";"20180704";"0322101";"0151201";"ESTRADA MUNICIPAL";"CORREGO DO CONTRA";"SN";"      ZONA RURAL";"CORREGO DO CONTRA";"15785000";"SP";"7023";"17";"36314744";"17";"36315628";"17";"36314744";"ESCRITORIOVISAO@TERRA.COM.BR";"";"";"ESTRADA MUNICIPAL, CORREGO DO CONTRA, SN, ZONA RURAL, CORREGO DO CONTRA, 15785000, SP, 7023, Brasil";1
"30871949";"0001";"28";"1";"FAZENDA BREJINHO";"02";"20240312";"00";"";"";"20180706";"0322101";"1066000";"FAZENDA";"COCOS";"S/N";"";"ZONA RURAL";"64395000";"PI";"1293";"86";"81359312";"";"";"";"";"";"";"";"FAZENDA, COCOS, S/N, ZONA RURAL, 64395000, PI, 1293, Brasil";1
"31121860";"0001";"07";"1";"";"02";"20180806";"00";"";"";"20180806";"0322101";"";"ESTRADA";"MUNICIPAL DE ZACARIAS AO BAIRRO FUNDAO";"SN";"      RANCHO DO CABECA";"ZONA RURAL";"15265000";"SP";"2973";"18";"97162340";"18";"36951272";"18";"36951272";"ESCJV@HOTMAIL.COM";"";"";"ESTRADA, MUNICIPAL DE ZACARIAS AO BAIRRO FUNDAO, SN, RANCHO DO CABECA, ZONA RURAL, 15265000, SP, 2973, Brasil";1
"31391086";"0001";"54";"1";"";"02";"20180831";"00";"";"";"20180831";"0312401";"0312402";"RUA";"PEDRO JOSE DOS PASSOS";"480";"";"JD HERCULANDIA";"14955000";"SP";"6247";"16";"32662654";"";"";"";"";"CLAUDINOMELO2013@YAHOO.COM.BR";"";"";"RUA, PEDRO JOSE DOS PASSOS, 480, JD HERCULANDIA, 14955000, SP, 6247, Brasil";1
"31521012";"0001";"95";"1";"";"02";"20180917";"00";"";"";"20180917";"0322101";"0133402,0139399,0121101,0131800,0133499";"ESTRADA";"CABECEIRA DO RIO AZEITE";"SN";"      KM 08";"BARRA DO AZEITE";"11950000";"SP";"2967";"13";"96694219";"";"";"";"";"CLAUDIMIRCLAROCOSTA@GMAIL.COM";"";"";"ESTRADA, CABECEIRA DO RIO AZEITE, SN, KM 08, BARRA DO AZEITE, 11950000, SP, 2967, Brasil";1
"31741852";"0001";"63";"1";"";"02";"20181010";"00";"";"";"20181010";"0312401";"";"RUA";"JOSE FLORENCIO VICENTE";"990";"";"CENTRO";"15580000";"SP";"6701";"17";"97075172";"";"";"";"";"";"";"";"RUA, JOSE FLORENCIO VICENTE, 990, CENTRO, 15580000, SP, 6701, Brasil";1
"31747340";"0001";"04";"1";"MG PESCADOS";"02";"20181011";"00";"";"";"20181011";"0322101";"4929902,4930201,4930202,4930203";"FAZENDA";"FAZENDA MELANCIAS REGIAO PITOMBAS";"S/N";"";"ZONA RURAL";"35628000";"MG";"4869";"37";"99955279";"38";"99552109";"";"";"FISCAL@MENDONCACONTABILIDADE.COM.BR";"";"";"FAZENDA, FAZENDA MELANCIAS REGIAO PITOMBAS, S/N, ZONA RURAL, 35628000, MG, 4869, Brasil";1
"31813437";"0001";"78";"1";"PARQUE ZOO TRILHAS";"02";"20181019";"00";"";"";"20181019";"0312401";"0322101,4789099,5611201,9103100,9319199,9329899";"ESTRADA";"LINHA BENTO GONCALVES";"8500";"";"CAPELA SAO LIBERAL";"95325000";"RS";"7305";"54";"32421706";"";"";"";"";"";"";"";"ESTRADA, LINHA BENTO GONCALVES, 8500, CAPELA SAO LIBERAL, 95325000, RS, 7305, Brasil";1
