CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"24838547";"0001";"29";"1";"";"02";"20160519";"00";"";"";"20160519";"0322101";"";"SITIO";"SANTA LUZIA 2";"S/N";"";"SANTA LUZIA";"13990000";"SP";"6865";"19";"96966432";"19";"36511209";"19";"36511209";"CONTATO@ESCRITORIOSANTACECILIA.COM.BR";"";"";"SITIO, SANTA LUZIA 2, S/N, SANTA LUZIA, 13990000, SP, 6865, Brasil";1
"24897125";"0001";"24";"1";"";"02";"20160530";"00";"";"";"20160530";"0312401";"";"ESTRADA";"MUNICIPAL DE JUNDIACANGA";"264";"      RECANTO MOARA";"JUNDIACANGA";"18190000";"SP";"6157";"15";"98028007";"15";"97650767";"";"";"VELEIROMOARA@BOL.COM.BR";"";"";"ESTRADA, MUNICIPAL DE JUNDIACANGA, 264, RECANTO MOARA, JUNDIACANGA, 18190000, SP, 6157, Brasil";1
"25009632";"0001";"47";"1";"";"02";"20160615";"00";"";"";"20160615";"0322101";"";"SITIO";"SAO JOAO";"S/N";"";"RURAL ANHUMAS";"13012970";"SP";"6291";"19";"91655875";"19";"74076991";"";"";"";"";"";"SITIO, SAO JOAO, S/N, RURAL ANHUMAS, 13012970, SP, 6291, Brasil";1
"25093050";"0001";"91";"1";"";"02";"20160610";"00";"";"";"20160610";"0311601";"0311602";"RUA";"JOAO DE SOUZA";"69";"SALA  02";"CENTRO";"11990000";"SP";"6299";"13";"38511167";"";"";"13";"38513175";"JACCICONTABIL@IG.COM.BR";"";"";"RUA, JOAO DE SOUZA, 69, SALA  02, CENTRO, 11990000, SP, 6299, Brasil";1
"25252853";"0001";"41";"1";"";"02";"20160718";"00";"";"";"20160718";"0322101";"0133499,0119999";"ESTRADA";"ELDORADO A ITAPEUNA KM 5";"SN";"";"MENINOS";"11960000";"SP";"6397";"13";"91775939";"13";"33454796";"13";"33454796";"RAUL.SS@IG.COM.BR";"";"";"ESTRADA, ELDORADO A ITAPEUNA KM 5, SN, MENINOS, 11960000, SP, 6397, Brasil";1
"25296063";"0001";"68";"1";"";"02";"20160602";"00";"";"";"20160602";"0312401";"";"RUA";"MANOEL A.SANTOS";"129";"";"CENTRO";"19930000";"SP";"6965";"14";"33781188";"";"";"";"";"";"";"";"RUA, MANOEL A.SANTOS, 129, CENTRO, 19930000, SP, 6965, Brasil";1
"25358531";"0001";"81";"1";"";"02";"20160801";"00";"";"";"20160801";"0312401";"";"RUA";"DAS ACACIAS";"283";"";"VILA PONTAL";"19273000";"SP";"7265";"18";"32845066";"";"";"";"";"SKOLIBRI@HOTMAIL.COM";"";"";"RUA, DAS ACACIAS, 283, VILA PONTAL, 19273000, SP, 7265, Brasil";1
"25406816";"0001";"40";"1";"PEDRA BRANCA PISCICULTURA E PECUARIA";"02";"20160808";"00";"";"";"20160808";"0322101";"0151201,0151202,0153901,0153902,0154700,0155501,1066000";"RODOVIA";"BR 010 MARGEM DIREIRA";"0";"ANEXO A 1200 MT DA RODOVIA";"RIBEIRAOZINHO DA ROCA";"65928000";"MA";"0162";"99";"88030707";"";"";"";"";"ELEGANCEMOTEL@HOTMAIL.COM";"";"";"RODOVIA, BR 010 MARGEM DIREIRA, 0, ANEXO A 1200 MT DA RODOVIA, RIBEIRAOZINHO DA ROCA, 65928000, MA, 0162, Brasil";1
"25533711";"0001";"52";"1";"";"02";"20160812";"00";"";"";"20160812";"0312401";"";"AVENIDA";"ERIVELTON FRANCISCO DE OLIVEIRA";"3515";"";"BEIRA RIO";"19273000";"SP";"7265";"18";"32841989";"";"";"18";"32841989";"ORGANTEQ@YAHOO.COM.BR";"";"";"AVENIDA, ERIVELTON FRANCISCO DE OLIVEIRA, 3515, BEIRA RIO, 19273000, SP, 7265, Brasil";1
"11611230";"0001";"03";"1";"";"02";"20190417";"00";"";"";"20100226";"0322101";"8599604,7490103,0322107,7490199";"RUA";"1";"200";"";"IGUAIBA";"65130000";"MA";"0849";"98";"30825588";"";"";"";"";"luisdsmoreno@bol.com.br";"";"";"RUA, 1, 200, IGUAIBA, 65130000, MA, 0849, Brasil";1
"17904263";"0001";"28";"1";"PISCICULTURA CAXIAS";"02";"20130409";"00";"";"";"20130409";"0322101";"";"RUA";"PRINCIPAL";"SN";"      LT. R. 39 GL. 114 FB";"LINHA PORTO PEREIRA";"85685000";"PR";"7995";"46";"35381270";"";"";"";"";"";"";"";"RUA, PRINCIPAL, SN, LT. R. 39 GL. 114 FB, LINHA PORTO PEREIRA, 85685000, PR, 7995, Brasil";1
"22669979";"0001";"28";"1";"";"02";"20150617";"00";"";"";"20150617";"0322101";"";"SITIO";"PITO ACESO";"S/N";"";"ZONA RURAL";"13770000";"SP";"6275";"19";"36632090";"";"";"";"";"ESCRITORIOIMPERIAL1@YAHOO.COM.BR";"";"";"SITIO, PITO ACESO, S/N, ZONA RURAL, 13770000, SP, 6275, Brasil";1
"08957559";"0001";"16";"1";"BARRA PESCADO";"02";"20070725";"00";"";"";"20070725";"0312401";"0322101,4722902,1020101,1092900,1065101,0121101,1031700";"RUA";"NOVA DA MANGA";"101";"";"MANGA";"47100000";"BA";"3353";"74";"36623556";"74";"36623556";"71";"33210464";"realcontabilidade_barra@hotmail.com";"";"";"RUA, NOVA DA MANGA, 101, MANGA, 47100000, BA, 3353, Brasil";1
"09090227";"0001";"40";"1";"";"02";"20070911";"00";"";"";"20070911";"0322101";"0111302";"AVENIDA";"PACIFICO MONEDA GLEBA B";"S/N";"ANEXO GLEBA B";"VARGEAO";"13910001";"SP";"6595";"19";"32523433";"19";"91126303";"";"";"";"";"";"AVENIDA, PACIFICO MONEDA GLEBA B, S/N, ANEXO GLEBA B, VARGEAO, 13910001, SP, 6595, Brasil";1
"08478410";"0001";"54";"1";"";"02";"20061128";"00";"";"";"20061128";"0312401";"0322101";"RUA";"JOSE CAMILO DA SILVA";"56";"";"JARDIM ITALIA";"17990000";"SP";"6829";"18";"38714152";"18";"38711419";"18";"38711419";"escritorionetanias@hotmail.com";"";"";"RUA, JOSE CAMILO DA SILVA, 56, JARDIM ITALIA, 17990000, SP, 6829, Brasil";1
"10408398";"0001";"53";"1";"";"02";"20081009";"00";"";"";"20081009";"0312401";"";"RUA";"1";"233";"";"IANDARA";"17900000";"SP";"6389";"18";"91447932";"";"";"";"";"";"";"";"RUA, 1, 233, IANDARA, 17900000, SP, 6389, Brasil";1
"08535011";"0002";"69";"2";"";"02";"20130529";"00";"";"";"20130529";"0312401";"";"SITIO";"BEIRA RIO";"S/N";"";"TAQUARA BRANCA";"17970000";"SP";"7087";"18";"38511248";"18";"38512115";"18";"38512406";"saopaulo@abcrede.com.br";"";"";"SITIO, BEIRA RIO, S/N, TAQUARA BRANCA, 17970000, SP, 7087, Brasil";1
"10311604";"0001";"02";"1";"";"02";"20080902";"00";"";"";"20080902";"0322101";"0312401";"ESTRADA MUNICIPAL";"BORDA DA MATA";"6021";"";"BORDA DA MATA";"12284820";"SP";"6271";"12";"39411818";"12";"39418814";"12";"39239276";"mendescontabilidade@uol.com.br";"";"";"ESTRADA MUNICIPAL, BORDA DA MATA, 6021, BORDA DA MATA, 12284820, SP, 6271, Brasil";1
"12404630";"0001";"00";"1";"";"02";"20100729";"00";"";"";"20100729";"0311601";"0312401,0311602,0312402";"RUA";"SAO BENEDITO";"540";"";"ICAPARA";"11920000";"SP";"6507";"13";"38414661";"13";"38412548";"13";"38415625";"eneas-monteiro@uol.com.br";"";"";"RUA, SAO BENEDITO, 540, ICAPARA, 11920000, SP, 6507, Brasil";1
"12543767";"0001";"46";"1";"";"02";"20100916";"00";"";"";"20100916";"0312401";"";"RUA";"ERMELINDA PEREIRA";"255";"";"JD ESTORIL";"19024090";"SP";"6929";"18";"39035099";"";"";"";"";"contato@escritoriopremier.com.br";"";"";"RUA, ERMELINDA PEREIRA, 255, JD ESTORIL, 19024090, SP, 6929, Brasil";1
"24823616";"0001";"20";"1";"";"02";"20160517";"00";"";"";"20160517";"0321301";"0321302,0321303,0321399";"PRAIA";"TOQUE TOQUE PEQUENO";"S/N.";"";"TOQUE TOQUE PEQUENO";"11600200";"SP";"7115";"12";"81906017";"";"";"";"";"MIAMFELLIPE@GMAIL.COM";"";"";"PRAIA, TOQUE TOQUE PEQUENO, S/N., TOQUE TOQUE PEQUENO, 11600200, SP, 7115, Brasil";1
"19371922";"0001";"33";"1";"";"02";"20131205";"00";"";"";"20131205";"0312401";"";"RUA";"DAS PALMEIRAS";"700";"";"RES PQ JUPIAZINHO";"17990000";"SP";"6829";"14";"96969326";"";"";"18";"38711519";"escripanorama@terra.com.br";"";"";"RUA, DAS PALMEIRAS, 700, RES PQ JUPIAZINHO, 17990000, SP, 6829, Brasil";1
"08995180";"0001";"09";"1";"";"02";"20070814";"00";"";"";"20070814";"0312401";"";"AVENIDA";"AQUARIO";"S/N";"";"VILA DOS PESCADORES";"15290000";"SP";"6263";"18";"36911213";"18";"36911161";"18";"36911213";"icsburitama@itelefonica.com.br";"";"";"AVENIDA, AQUARIO, S/N, VILA DOS PESCADORES, 15290000, SP, 6263, Brasil";1
"09639294";"0001";"70";"1";"";"02";"20080612";"00";"";"";"20080612";"0312401";"0322101";"RUA";"JOAO ALCALA GARCIA";"521";"CASA";"CONJUNTO HAB. BARTOLO ROSSAFA";"15775000";"SP";"7033";"17";"91156735";"";"";"";"";"";"";"";"RUA, JOAO ALCALA GARCIA, 521, CASA, CONJUNTO HAB. BARTOLO ROSSAFA, 15775000, SP, 7033, Brasil";1
"10223226";"0001";"05";"1";"";"02";"20080729";"00";"";"";"20080729";"0312401";"0322107";"LAGO";"RIOS E LAGOS";"SN";"";"BARRANCA RIO PARANA E PARANAPANEMA";"19275000";"SP";"7255";"18";"97765270";"";"";"";"";"uapeuclides@gmail.com";"";"";"LAGO, RIOS E LAGOS, SN, BARRANCA RIO PARANA E PARANAPANEMA, 19275000, SP, 7255, Brasil";1
"10440580";"0001";"91";"1";"";"02";"20081029";"00";"";"";"20081029";"0312401";"";"RUA";"JANUARIO BONITO";"1775";"";"CENTRO";"17900000";"SP";"6389";"18";"38212607";"";"";"";"";"escdiametro@uol.com.br";"";"";"RUA, JANUARIO BONITO, 1775, CENTRO, 17900000, SP, 6389, Brasil";1
"10689897";"0001";"66";"1";"";"02";"20090302";"00";"";"";"20090302";"0312401";"";"LAGO";"SEGIO MOTA";"SN";"CASA";"ZONA RURAL";"19470000";"SP";"6927";"18";"32511378";"";"";"";"";"";"";"";"LAGO, SEGIO MOTA, SN, CASA, ZONA RURAL, 19470000, SP, 6927, Brasil";1
"10862796";"0001";"45";"1";"";"02";"20090601";"00";"";"";"20090601";"0322101";"";"SÍTIO";"PESQUE PAG VIVEIRO DE TRUTAS";"S/N";"";"GOMERAL";"12500970";"SP";"6469";"12";"31337945";"";"";"";"";"";"";"";"SÍTIO, PESQUE PAG VIVEIRO DE TRUTAS, S/N, GOMERAL, 12500970, SP, 6469, Brasil";1
"10896685";"0001";"50";"1";"";"02";"20090601";"00";"";"";"20090601";"0312401";"";"RUA";"CASTRO ALVES";"81";"";"COHAB TREZE DE MAIO";"15775000";"SP";"7033";"17";"36313863";"17";"0";"";"";"grandeslagoscont@bol.com.br";"";"";"RUA, CASTRO ALVES, 81, COHAB TREZE DE MAIO, 15775000, SP, 7033, Brasil";1
"12041848";"0001";"48";"1";"";"02";"20100525";"00";"";"";"20100525";"0312401";"";"RUA";"PARAGUACU";"213";"";"VILA SAO JORGE";"19640000";"SP";"6499";"18";"96163455";"";"";"";"";"lcmiepe@uol.com.br";"";"";"RUA, PARAGUACU, 213, VILA SAO JORGE, 19640000, SP, 6499, Brasil";1
"12120169";"0001";"64";"1";"";"02";"20100524";"00";"";"";"20100524";"0312401";"";"RUA";"PAREDAO";"312";"";"JURITIS";"16270000";"SP";"6443";"18";"36461194";"";"";"18";"36461194";"escritorio_alvorada@hotmail.com";"";"";"RUA, PAREDAO, 312, JURITIS, 16270000, SP, 6443, Brasil";1
"12246649";"0001";"76";"1";"";"02";"20100716";"00";"";"";"20100716";"0312401";"";"RUA";"ALEGRE";"365";"";"SAO JOAO DO MARINHEIRO";"15570000";"SP";"6315";"17";"34532278";"";"";"";"";"esc.tupiniquim@ig.com.br";"";"";"RUA, ALEGRE, 365, SAO JOAO DO MARINHEIRO, 15570000, SP, 6315, Brasil";1
"14536047";"0001";"89";"1";"BRAZNORTH";"02";"20191113";"00";"";"";"20111027";"0322101";"0230600,0312401,0321301,0724301,0724302,0990401,0990402,0990403,1020101,1066000,2330302,2399199,2411300,2511000,2512800,2513600,2521700,2539002,2599301,2599399,3311200,3313901,3313999,3314701,3314702,3314703,3314704,3314705,3314707,3314708,3314712,3314713,3314715,3314716,3314717,3314718,3314799,3317101,3319800,3321000,3600602,3702900,3811400,3812200,3821100,4120400,4211101,4212000,4213800,4221902,4221903,4221905,4222701,4292801,4292802,4299599,4311801,4311802,4312600,4313400,4321500,4322302,4322303,4329103,4329104,4329105,4330401,4330404,4391600,4399101,4399102,4399103,4399104,4399105,4399199,4511103,4511104,4511106,4520001,4520002,4520003,4520004,4520005,4520006,4520007,4543900,4623109,4634603,4649499,4669901,4669999,4679604,4722902,4763603,4789004,4929901,4930201,4930202,4930203";"RODOVIA";"PA 160";"SN";"KM    15";"ZONA RURAL";"68515000";"PA";"0595";"94";"91501951";"";"";"94";"33460315";"RICARDOCARVALHORODRIGUES9@GMAIL.COM";"";"";"RODOVIA, PA 160, SN, KM    15, ZONA RURAL, 68515000, PA, 0595, Brasil";1
"24744595";"0001";"58";"1";"";"02";"20160408";"00";"";"";"20160408";"0311601";"0311602,0312401,0312402";"RUA";"NABUCO DE ARAUJO";"158";"";"BOQUEIRAO";"11025010";"SP";"7071";"13";"32197115";"";"";"";"";"EDUARDO@COTON.COM.BR";"";"";"RUA, NABUCO DE ARAUJO, 158, BOQUEIRAO, 11025010, SP, 7071, Brasil";1
"08600763";"0001";"85";"1";"NORTH STAR MAX";"02";"20220124";"00";"";"";"20070116";"0322101";"0121101,0142300,4222702,4623101,4623106,4623109,4724500,4744001,4744003,4744004,4744005,4744099,4757100,4789099,4930202,6821801,7732201,8130300,9521500";"RUA";"05";"1698 A";"";"NOVA ARAGUATINS";"77950000";"TO";"9243";"63";"99411745";"";"";"";"";"MAXAGRONEGOCIO@GMAIL.COM";"";"";"RUA, 05, 1698 A, NOVA ARAGUATINS, 77950000, TO, 9243, Brasil";1
"17735239";"0001";"02";"1";"PISCICULTURA LENDA DO RIO PRETO AGUIAR";"02";"20130312";"00";"";"";"20130312";"0322101";"1020101,1020102,1066000,1099604,4722902,4724500,4930201,4930202";"RODOVIA";"GO 164, KM 19 DIREITA";"SN";"";"ZONA RURAL";"75860000";"GO";"9563";"64";"99750062";"";"";"";"";"CONTAR@CONTARCONTABILIDADAE.COM";"";"";"RODOVIA, GO 164, KM 19 DIREITA, SN, ZONA RURAL, 75860000, GO, 9563, Brasil";1
"18515654";"0001";"13";"1";"";"02";"20130718";"00";"";"";"20130718";"0322101";"0151201,0151202";"RECANTO";"DOS ARCANJOS";"S/N";"";"DIST JAMAICA";"17900000";"SP";"6389";"18";"38214342";"";"";"";"";"escritorio.nacional@uol.com.br";"";"";"RECANTO, DOS ARCANJOS, S/N, DIST JAMAICA, 17900000, SP, 6389, Brasil";1
"21391783";"0001";"51";"1";"COPAMODEP";"02";"20230831";"00";"";"";"20141112";"0311601";"0321301,0322101,4634603,4722902,7490103,7820500";"RUA";"JORGE DE ARAUJO";"S/N";"QUADRA21                  LOTE  348";"SAO JOSE";"68447000";"PA";"0425";"91";"93308765";"";"";"";"";"GABRIELAAMOEDO.GA@GMAIL.COM";"";"";"RUA, JORGE DE ARAUJO, S/N, QUADRA21                  LOTE  348, SAO JOSE, 68447000, PA, 0425, Brasil";1
"08657821";"0001";"07";"1";"";"02";"20070222";"00";"";"";"20070222";"0322101";"0151203";"SITIO";"SANTO ANTONIO";"S/N";"ZONA RURAL";"CORREGO PERIQUITO";"15160000";"SP";"6899";"17";"96174670";"17";"81518127";"17";"32753641";"esc.solucaocontabil@gmail.com";"";"";"SITIO, SANTO ANTONIO, S/N, ZONA RURAL, CORREGO PERIQUITO, 15160000, SP, 6899, Brasil";1
"11032948";"0001";"45";"1";"";"02";"20090806";"00";"";"";"20090806";"0322101";"0322102";"FAZENDA";"REBECA";"S/N";"";"VAMIRANGA";"11940000";"SP";"6593";"13";"38641118";"";"";"";"";"";"";"";"FAZENDA, REBECA, S/N, VAMIRANGA, 11940000, SP, 6593, Brasil";1
"11275123";"0002";"32";"2";"";"02";"20091120";"00";"";"";"20091120";"0322101";"0133402";"SÍTIO";"PEREIRA";"S/N";"";"CAPITAO BRAS";"11950000";"SP";"2967";"13";"38541970";"";"";"";"";"";"";"";"SÍTIO, PEREIRA, S/N, CAPITAO BRAS, 11950000, SP, 2967, Brasil";1
"97553676";"0001";"44";"1";"";"02";"20110713";"00";"";"";"20110713";"0322101";"0119906,0151202";"ESTRADA";"DA UNIAO,KM 01";"SN";"";"RIBEIRAO BRANCO DAS PALMEIRAS";"11900000";"SP";"6953";"13";"38213432";"13";"91276679";"13";"38213432";"esqcont@uol.com.br";"";"";"ESTRADA, DA UNIAO,KM 01, SN, RIBEIRAO BRANCO DAS PALMEIRAS, 11900000, SP, 6953, Brasil";1
"11865753";"0001";"86";"1";"";"02";"20100416";"00";"";"";"20100416";"0312401";"";"RUA";"PORFIRIO AUGUSTO PIRES";"1255";"";"MARRECAS";"17980000";"SP";"6809";"18";"38711419";"18";"38713265";"18";"38713172";"escritorionetanias@hotmail.com";"";"";"RUA, PORFIRIO AUGUSTO PIRES, 1255, MARRECAS, 17980000, SP, 6809, Brasil";1
"08401835";"0004";"08";"2";"UNIDADE NATIV DE ENGORDA 1 - UNE-1";"02";"20210713";"00";"";"";"20080808";"0322101";"";"RODOVIA";"BR 163 KM 720";"SN";"";"FAENDA RIO VERDE";"78890000";"MT";"9907";"11";"3234200";"66";"35454300";"66";"35440050";"guilherme.bosisi@nativpescados.com.br";"";"";"RODOVIA, BR 163 KM 720, SN, FAENDA RIO VERDE, 78890000, MT, 9907, Brasil";1
"11651557";"0001";"09";"1";"";"02";"20100219";"00";"";"";"20100219";"0312401";"";"LAGO";"SERGIO MOTA";"S/N";"";"ZONA RURAL";"19470000";"SP";"6927";"18";"32811437";"18";"32817303";"";"";"";"";"";"LAGO, SERGIO MOTA, S/N, ZONA RURAL, 19470000, SP, 6927, Brasil";1
"12302585";"0001";"83";"1";"";"02";"20100728";"00";"";"";"20100728";"0312401";"";"LAGO";"REPRESA CAPIVARA";"S/N";"";"ZONA RURAL";"19640000";"SP";"6499";"18";"97525460";"18";"32647344";"";"";"";"";"";"LAGO, REPRESA CAPIVARA, S/N, ZONA RURAL, 19640000, SP, 6499, Brasil";1
"14044340";"0001";"29";"1";"";"02";"20110325";"00";"";"";"20110325";"0322101";"0111302";"ESTRADA";"MUNICIPAL SENTIDO ITUVERAVA A CAPIVARI";"KM3";"LOTE  SITIO MARIA TEREZA";"ZONA RURAL";"14500000";"SP";"6583";"16";"38398822";"";"";"";"";"manoelrubens@hotmail.com";"";"";"ESTRADA, MUNICIPAL SENTIDO ITUVERAVA A CAPIVARI, KM3, LOTE  SITIO MARIA TEREZA, ZONA RURAL, 14500000, SP, 6583, Brasil";1
"14853801";"0001";"04";"1";"";"02";"20120105";"00";"";"";"20120105";"0322101";"0210101";"ESTANCIA";"SANTO ANTONIO";"S/N";"KM    5";"TAQUARUSSU";"17890000";"SP";"6621";"18";"38413547";"18";"38411450";"18";"38411450";"lourivalmartins62@hotmail.com";"";"";"ESTANCIA, SANTO ANTONIO, S/N, KM    5, TAQUARUSSU, 17890000, SP, 6621, Brasil";1
"19284294";"0001";"59";"1";"";"02";"20131113";"00";"";"";"20131113";"0312401";"0312403";"RUA";"EUCLIDES DA CUNHA";"786-A";"";"CENTRO";"18900000";"SP";"7029";"14";"96707735";"14";"33721506";"14";"33721202";"mercurio@tdkom.com.br";"";"";"RUA, EUCLIDES DA CUNHA, 786-A, CENTRO, 18900000, SP, 7029, Brasil";1
"25995162";"0001";"38";"1";"";"02";"20160817";"00";"";"";"20160817";"0322101";"";"RUA";"SIMPLICIO RIBEIRO DE TOLEDO";"650";"      LOTE 14";"GAVIAO GONZAGA";"12460000";"SP";"6295";"12";"36425145";"12";"36426692";"";"";"ESCRIFRANCA@HOTMAIL.COM";"";"";"RUA, SIMPLICIO RIBEIRO DE TOLEDO, 650, LOTE 14, GAVIAO GONZAGA, 12460000, SP, 6295, Brasil";1
"26033389";"0001";"65";"1";"";"02";"20160803";"00";"";"";"20160803";"0311601";"0311602";"ESTRADA";"VICINAL ITAPITANGUI A ARIRI";"SN";"";"BOACICA";"11990000";"SP";"6299";"13";"38561676";"";"";"";"";"";"";"";"ESTRADA, VICINAL ITAPITANGUI A ARIRI, SN, BOACICA, 11990000, SP, 6299, Brasil";1
"26144210";"0001";"47";"1";"";"02";"20160721";"00";"";"";"20160721";"0311601";"0311602";"RUA";"BENEDITO MARIANO DOS SANTOS";"45";"";"TOPOLANDIA";"11600200";"SP";"7115";"12";"38925608";"12";"81170474";"";"";"";"";"";"RUA, BENEDITO MARIANO DOS SANTOS, 45, TOPOLANDIA, 11600200, SP, 7115, Brasil";1
"26401416";"0001";"05";"1";"";"02";"20120102";"00";"";"";"20120102";"0322101";"0121101,0155503";"ESTRADA";"MUNICIPAL DO BAIRRO DO ORATORIO";"SN";"      ALT KM 5";"ORATORIO";"13960000";"SP";"7143";"19";"38556106";"";"";"";"";"A-FELICIANO@IG.COM.BR";"";"";"ESTRADA, MUNICIPAL DO BAIRRO DO ORATORIO, SN, ALT KM 5, ORATORIO, 13960000, SP, 7143, Brasil";1
"26490713";"0001";"74";"1";"";"02";"20161104";"00";"";"";"20161104";"0321399";"0322199,0151201,0151202";"FAZENDA";"MARINHEIRO OU BARRA DAS PEDRAS";"S/N";"";"ZONA RURAL";"15600001";"SP";"6411";"17";"34422450";"17";"34423118";"17";"34422450";"ESCRITORIOFERNANDOPOLIS@GMAIL.COM";"";"";"FAZENDA, MARINHEIRO OU BARRA DAS PEDRAS, S/N, ZONA RURAL, 15600001, SP, 6411, Brasil";1
