CNPJ_BASICO;CNPJ_ORDEM;CNPJ_DV;IDENTIFICADOR_MATRIZ_FILIAL;NOME_FANTASIA;SITUACAO_CADASTRAL;DATA_SITUACAO_CADASTRAL;MOTIVO_SITUACAO_CADASTRAL;NOME_CIDADE_EXTERIOR;PAIS;DATA_INICIO_ATIVIDADE;CNAE_FISCAL_PRINCIPAL;CNAE_FISCAL_SECUNDARIA;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD_1;TELEFONE_1;DDD_2;TELEFONE_2;DDD_FAX;FAX;CORREIO_ELETRONICO;SITUACAO_ESPECIAL;DATA_SITUACAO_ESPECIAL;ENDERECO_COMPLETO;CNAE_PRINCIPAL_FILTRO
"43578203";"0001";"72";"1";"";"02";"20210920";"00";"";"";"20210920";"0311601";"4634603,4722902";"RUA";"AGENOR EUGENIO DA SILVA FILHO";"S/N";"";"BARRA DO ARIRIU";"88134483";"SC";"8233";"48";"84817224";"";"";"";"";"ODINEI.MARTINS@HOTMAIL.COM";"";"";"RUA, AGENOR EUGENIO DA SILVA FILHO, S/N, BARRA DO ARIRIU, 88134483, SC, 8233, Brasil";1
"43695976";"0001";"39";"1";"AQUICULTURA MARIMBONDO";"02";"20210929";"00";"";"";"20210929";"0321301";"0321302,0321305,7210000,7490103";"DISTRITO";"MONTE ALEGRE";"SN";"";"INTERIOR";"95833000";"RS";"1026";"51";"98709394";"11";"72288141";"";"";"JRSBARRADAS@GMAIL.COM";"";"";"DISTRITO, MONTE ALEGRE, SN, INTERIOR, 95833000, RS, 1026, Brasil";1
"43789025";"0001";"29";"1";"";"02";"20211006";"00";"";"";"20211006";"0322101";"";"ESTRADA VICINAL";"FAZENDA LAGOINHA -CHACARA ASPIPER";"S/N";"";"BARREIRO";"19470000";"SP";"6927";"18";"91029190";"";"";"";"";"RAFAELMOREIRAAGRONOMO@GMAIL.COM";"";"";"ESTRADA VICINAL, FAZENDA LAGOINHA -CHACARA ASPIPER, S/N, BARREIRO, 19470000, SP, 6927, Brasil";1
"43393101";"0001";"82";"1";"OCEAN FISH";"02";"20210902";"00";"";"";"20210902";"0311601";"0311602,0311603,0312401,0312402,0312403,4530704,4634603,4763604,5211701";"RUA";"FREI MIGUELINHO";"77";"";"RIBEIRA";"59012180";"RN";"1761";"84";"98212009";"47";"92104991";"";"";"KRPESCADOS@GMAIL.COM";"";"";"RUA, FREI MIGUELINHO, 77, RIBEIRA, 59012180, RN, 1761, Brasil";1
"28558135";"0001";"96";"1";"";"02";"20170901";"00";"";"";"20170901";"0322101";"1020102,4634603";"FAZENDA";"BARRA DO BURITI";"S/N";"";"SAO JOSE DO BURITI";"39238000";"MG";"4513";"31";"99409396";"";"";"";"";"PEDRO@ESTANCIADATILAPIA.COM.BR";"";"";"FAZENDA, BARRA DO BURITI, S/N, SAO JOSE DO BURITI, 39238000, MG, 4513, Brasil";1
"38066116";"0001";"04";"1";"";"02";"20220704";"00";"";"";"20200812";"0322101";"1099604,4729699";"RODOVIA";"TO-010, KM 48, FAZENDA CARNEIRO";"SN";"CASA  02";"ZONA RURAL";"77645000";"TO";"0351";"91";"83497370";"";"";"";"";"TOCANTINSFISH23@GMAIL.COM";"";"";"RODOVIA, TO-010, KM 48, FAZENDA CARNEIRO, SN, CASA  02, ZONA RURAL, 77645000, TO, 0351, Brasil";1
"38073139";"0001";"38";"1";"PISCINAS DE PEDRA";"02";"20200813";"00";"";"";"20200813";"0322101";"5611203";"DISTRITO";"SITIO TRES BOCAS";"SN";"LOTE  01 SUBDIVISAO LOTE 2QUADRAGLEBA 8";"PAIQUERE ZONA RURAL";"86112000";"PR";"7667";"43";"30274953";"";"";"";"";"PISCINASDEPEDRA@GMAIL.COM";"";"";"DISTRITO, SITIO TRES BOCAS, SN, LOTE  01 SUBDIVISAO LOTE 2QUADRAGLEBA 8, PAIQUERE ZONA RURAL, 86112000, PR, 7667, Brasil";1
"31287007";"0001";"60";"1";"";"02";"20180821";"00";"";"";"20180821";"0322101";"4722902";"SITIO";"UMBURANAS";"S/N";"";"ZONA RURAL";"56470000";"PE";"0550";"81";"11111111";"";"";"";"";"";"";"";"SITIO, UMBURANAS, S/N, ZONA RURAL, 56470000, PE, 0550, Brasil";1
"40440706";"0001";"99";"1";"BTJ SUD AQUACULTURA";"02";"20210118";"00";"";"";"20210118";"0322101";"7210000";"RODOVIA";"CELSO TORQUATO JUNQUEIRA";"SN";"LOTE  FAZ STA MARIA MATA";"CAMPESTRE";"15360000";"SP";"7147";"16";"35159751";"";"";"";"";"CONTROLADORIA@BTJAQUA.COM.BR";"";"";"RODOVIA, CELSO TORQUATO JUNQUEIRA, SN, LOTE  FAZ STA MARIA MATA, CAMPESTRE, 15360000, SP, 7147, Brasil";1
"29670176";"0001";"32";"1";"";"02";"20180205";"00";"";"";"20180205";"0322101";"0151201,0151202,0154700,0155501";"RODOVIA";"REGIS BITTENCOURT - KM 513";"SN";"";"ANTA GORDA";"11950000";"SP";"2967";"13";"97750392";"13";"38544808";"13";"38542383";"";"";"";"RODOVIA, REGIS BITTENCOURT - KM 513, SN, ANTA GORDA, 11950000, SP, 2967, Brasil";1
"35138075";"0001";"18";"1";"";"02";"20191009";"00";"";"";"20191009";"0322101";"0151201,0151202";"ESTRADA VICINAL";"ARACATUBA AGUA LIMPA";"S/N";"      CHACARA J S";"AGUA LIMPA";"16129899";"SP";"6155";"18";"36412331";"";"";"";"";"ESCRITORIOMALFI@YAHOO.COM.BR";"";"";"ESTRADA VICINAL, ARACATUBA AGUA LIMPA, S/N, CHACARA J S, AGUA LIMPA, 16129899, SP, 6155, Brasil";1
"43830519";"0001";"00";"1";"";"02";"20211009";"00";"";"";"20211009";"0322101";"4789004";"AVENIDA";"AUGUSTO ALVES";"17A";"";"BAL ROSA IMPERATORE ALVES";"86150000";"PR";"7413";"43";"96005379";"";"";"";"";"JR2016.RICARDO@GMAIL.COM";"";"";"AVENIDA, AUGUSTO ALVES, 17A, BAL ROSA IMPERATORE ALVES, 86150000, PR, 7413, Brasil";1
"43893812";"0001";"16";"1";"";"02";"20211015";"00";"";"";"20211015";"0322101";"0312402,0321302,1020102,4634603,4722902";"ESTRADA";"MUNICIPA DE MORADA NOVA DE MINAS";"KM 55";"";"ZONA RURAL";"35628000";"MG";"4869";"31";"32271200";"";"";"";"";"CNDCONTAB@GMAIL.COM";"";"";"ESTRADA, MUNICIPA DE MORADA NOVA DE MINAS, KM 55, ZONA RURAL, 35628000, MG, 4869, Brasil";1
"43985557";"0001";"31";"1";"SAO CAETANO PEIXES";"02";"20210728";"00";"";"";"20210728";"0322101";"";"COMUNIDADE";"ASSENTAMENTO SAO CAETANO";"S/N";"";"ZONA RURAL";"64228000";"PI";"0302";"86";"81611969";"";"";"";"";"GV_ASSESSORIACONTABIL@HOTMAIL.COM";"";"";"COMUNIDADE, ASSENTAMENTO SAO CAETANO, S/N, ZONA RURAL, 64228000, PI, 0302, Brasil";1
"44056477";"0001";"64";"1";"";"02";"20211028";"00";"";"";"20211028";"0312401";"";"RUA";"ANTONIO FRANCISCO DA SILVA";"84";"CASA";"MUSA TELES";"16920000";"SP";"6321";"18";"97459717";"18";"32817303";"18";"32811437";"AILTONN99745@YAHOO.COM";"";"";"RUA, ANTONIO FRANCISCO DA SILVA, 84, CASA, MUSA TELES, 16920000, SP, 6321, Brasil";1
"44181354";"0001";"55";"1";"";"02";"20211109";"00";"";"";"20211109";"0312401";"";"AVENIDA";"AQUARIOS";"1250";"      PESCADOR";"LOTEAMENTO MIRANTE DO TIETE";"15290000";"SP";"6263";"18";"36423492";"18";"36440885";"";"";"VAGNER@AGRILOPES.COM.BR";"";"";"AVENIDA, AQUARIOS, 1250, PESCADOR, LOTEAMENTO MIRANTE DO TIETE, 15290000, SP, 6263, Brasil";1
"44279814";"0001";"82";"1";"QUINTAL DA PESCA";"02";"20211118";"00";"";"";"20211118";"0312401";"0322101,4722902,5611201,5611203,8230002,9319199";"RUA";"QUIRI QUIRI";"261";"";"JARDIM COROADOS";"86707565";"PR";"7427";"43";"91769504";"";"";"";"";"FABRICIO.ORTIZ3@GMAIL.COM";"";"";"RUA, QUIRI QUIRI, 261, JARDIM COROADOS, 86707565, PR, 7427, Brasil";1
"44341696";"0001";"95";"1";"";"02";"20211123";"00";"";"";"20211123";"0322101";"0151202,0151201";"RODOVIA";"PADRE DONIZETI KM 18";"S/N";"      FANZ. STA ANGELINA";"RURAL";"13710000";"SP";"7167";"19";"93581026";"19";"36723147";"";"";"BIASOLI.IRALDO@GMAIL.COM";"";"";"RODOVIA, PADRE DONIZETI KM 18, S/N, FANZ. STA ANGELINA, RURAL, 13710000, SP, 7167, Brasil";1
"44749311";"0001";"23";"1";"PILAR AQUICULTURA";"02";"20220105";"00";"";"";"20220105";"0321305";"4634603,4722902";"SITIO";"LOCALIDADE VERZEA DA EMA";"S/N";"";"ZONA RURAL";"59649899";"RN";"1759";"85";"32120905";"";"";"";"";"CONTATO@AGSSERVCONT.COM";"";"";"SITIO, LOCALIDADE VERZEA DA EMA, S/N, ZONA RURAL, 59649899, RN, 1759, Brasil";1
"26974851";"0005";"52";"2";"";"02";"20220112";"00";"";"";"20220112";"0322101";"0119906,0121101";"RUA";"DOS CANARIOS";"S/N";"QUADRAC                   LOTE  01";"CHACARAS GREEN VILLE";"16304542";"SP";"6847";"18";"36536057";"18";"96784393";"";"";"ASPECCONTABIL@GMAIL.COM";"";"";"RUA, DOS CANARIOS, S/N, QUADRAC                   LOTE  01, CHACARAS GREEN VILLE, 16304542, SP, 6847, Brasil";1
"44885076";"0001";"17";"1";"";"02";"20220111";"00";"";"";"20220111";"0322101";"0159801,0159899";"RUA";"01";"1000";"      SITIO SAO FRANCISCO";"SOARES";"13240000";"SP";"6605";"11";"99992425";"11";"99992651";"11";"99992425";"VICTORHENRICUS@GMAIL.COM";"";"";"RUA, 01, 1000, SITIO SAO FRANCISCO, SOARES, 13240000, SP, 6605, Brasil";1
"09531330";"0003";"40";"2";"";"02";"20220127";"00";"";"";"20220127";"0322101";"0119906,0119907,0119908,0119909,0121101,0133408,0133410,0151202,0113000";"ESTANCIA";"SOSSEGO";"S/N";"";"ZONA RURAL";"19470000";"SP";"6927";"18";"32813269";"";"";"";"";"CONTABIL_MURARO@HOTMAIL.COM";"";"";"ESTANCIA, SOSSEGO, S/N, ZONA RURAL, 19470000, SP, 6927, Brasil";1
"45352550";"0001";"08";"1";"PEIXARIA SILVA";"02";"20220218";"00";"";"";"20220218";"0322101";"0321301,4623109,4722901,4722902";"DISTRITO";"POV. GASPARINO";"SN";"GALPAO";"ZONA RURAL";"48590000";"BA";"3483";"75";"99431383";"75";"99256530";"";"";"JILSON999@OUTLOOK.COM";"";"";"DISTRITO, POV. GASPARINO, SN, GALPAO, ZONA RURAL, 48590000, BA, 3483, Brasil";1
"45551086";"0001";"89";"1";"";"02";"20220307";"00";"";"";"20220307";"0312401";"";"RUA";"AMERICO SIMOES ESTIMA";"150";"CASA";"CENTRO";"14750000";"SP";"6891";"18";"32817303";"18";"97459717";"18";"32811437";"WELTONR99745@YAHOO.COM";"";"";"RUA, AMERICO SIMOES ESTIMA, 150, CASA, CENTRO, 14750000, SP, 6891, Brasil";1
"45624759";"0001";"83";"1";"";"02";"20220311";"00";"";"";"20220311";"0322101";"";"RUA";"GRANDE LAGO - AREA RURAL DE ITAPETININGA";"SN";"";"JURUMIRIM";"18215899";"SP";"6547";"15";"96731487";"15";"98281046";"15";"35271041";"DAY.ANGEL17.DDA@GMAIL.COM";"";"";"RUA, GRANDE LAGO - AREA RURAL DE ITAPETININGA, SN, JURUMIRIM, 18215899, SP, 6547, Brasil";1
"45633785";"0001";"78";"1";"";"02";"20220314";"00";"";"";"20220314";"0322199";"7490103";"RUA";"OSCAR YOSHIAKI MAGARIO";"1200";"";"JARDIM DAS PALMEIRAS";"11900000";"SP";"6953";"13";"96459491";"11";"74735318";"";"";"AQUAGREEN.ADM@GMAIL.COM";"";"";"RUA, OSCAR YOSHIAKI MAGARIO, 1200, JARDIM DAS PALMEIRAS, 11900000, SP, 6953, Brasil";1
"45648971";"0001";"80";"1";"";"02";"20220314";"00";"";"";"20220314";"0312401";"";"RUA";"MARACI";"481";"CASA";"VILA LIDER";"19041190";"SP";"6929";"18";"97459717";"18";"32817303";"18";"32811437";"MARIADEFATIMA99745@YAHOO.COM";"";"";"RUA, MARACI, 481, CASA, VILA LIDER, 19041190, SP, 6929, Brasil";1
"45689196";"0001";"01";"1";"";"02";"20210101";"00";"";"";"20210101";"0322101";"0322102";"ESTANCIA";"LORELANA";"SN";"      ZONA RURAL";"NUCLEO GRAMINHA";"13610970";"SP";"6635";"11";"96255777";"";"";"";"";"SANDRASASSIOTO@GMAIL.COM";"";"";"ESTANCIA, LORELANA, SN, ZONA RURAL, NUCLEO GRAMINHA, 13610970, SP, 6635, Brasil";1
"45901781";"0001";"23";"1";"";"02";"20220404";"00";"";"";"20220404";"0321399";"2013401,3321000,4623106,4683400,7319002";"RUA";"SABIA";"449";"";"PRAIA DE FORA";"88138710";"SC";"8233";"48";"84471993";"";"";"";"";"NINOCAVALOMARINHO@YAHOO.COM.BR";"";"";"RUA, SABIA, 449, PRAIA DE FORA, 88138710, SC, 8233, Brasil";1
"46131048";"0001";"30";"1";"";"02";"20220425";"00";"";"";"20220425";"0312401";"";"LAGO";"SERGIO MOTTA";"S/N";"";"ZONA RURAL";"19470000";"SP";"6927";"18";"32813269";"";"";"";"";"CONTABIL_MURARO@HOTMAIL.COM";"";"";"LAGO, SERGIO MOTTA, S/N, ZONA RURAL, 19470000, SP, 6927, Brasil";1
"46408927";"0001";"66";"1";"G K JECHEL COMERCIO";"02";"20220516";"00";"";"105";"20220516";"0311601";"0312401,1020101,4634603,4649499,4722902,4763604";"ESTRADA";"PRAIA URUCUQUARA-BARRA SECA";"SN";"";"URUSSUQUARA";"29946707";"ES";"5697";"27";"96079442";"";"";"";"";"CONTABIL.KRCONTABILIDADE@HOTMAIL.COM";"";"";"ESTRADA, PRAIA URUCUQUARA-BARRA SECA, SN, URUSSUQUARA, 29946707, ES, 5697, Brasil";1
"46424372";"0001";"46";"1";"";"02";"20220517";"00";"";"";"20220517";"0312401";"";"AVENIDA";"DOMINGOS ROSSI";"S/N";"";"CENTRO";"15740000";"SP";"6385";"17";"36361128";"";"";"";"";"ESCRITORIODOLCINOPOLIS@HOTMAIL.COM";"";"";"AVENIDA, DOMINGOS ROSSI, S/N, CENTRO, 15740000, SP, 6385, Brasil";1
"46815134";"0001";"61";"1";"JEE";"02";"20220617";"00";"";"105";"20220617";"0322101";"0161003,0312404,4120400,4211101,4213800,4221902,4222701,4222702,4299501,4313400,4330403,4330499,4399103,4399105,4789004,7490103,7711000,7731400,7732201,8130300";"FAZENDA";"SANTA ISABEL";"SN";"";"ZONA RURAL";"57480000";"AL";"2747";"82";"81120027";"";"";"";"";"GJCONTABILIDADE@HOTMAIL.COM.BR";"";"";"FAZENDA, SANTA ISABEL, SN, ZONA RURAL, 57480000, AL, 2747, Brasil";1
"47026872";"0001";"92";"1";"";"02";"20220705";"00";"";"";"20220705";"0312401";"";"JARDIM";"JACEMA";"420";"";"COR DO JACEMA";"15750000";"SP";"7015";"17";"36331139";"";"";"17";"36331139";"ESC.BATISTA@TERRA.COM.BR";"";"";"JARDIM, JACEMA, 420, COR DO JACEMA, 15750000, SP, 7015, Brasil";1
"47103680";"0001";"32";"1";"";"02";"20220711";"00";"";"";"20220711";"0322101";"";"RODOVIA";"ARMANDO CUNHA";"S/N";"KM    9.5";"PERUIBE";"11750000";"SP";"6853";"13";"33554411";"";"";"";"";"ARQUIVO.MESQUITACONTABIL@GMAIL.COM";"";"";"RODOVIA, ARMANDO CUNHA, S/N, KM    9.5, PERUIBE, 11750000, SP, 6853, Brasil";1
"47157449";"0001";"21";"1";"";"02";"20220714";"00";"";"";"20220714";"0322101";"4634603,4722902,4724500,4930201,4930202";"AVENIDA";"PAULO GUILGUER REIMBERG";"14375";"LOTE  AREA B";"PARQUE MARIA FERNANDES";"04858570";"SP";"7107";"11";"46673889";"";"";"";"";"NEXTHOUR@NEXTHOU.PAGE";"";"";"AVENIDA, PAULO GUILGUER REIMBERG, 14375, LOTE  AREA B, PARQUE MARIA FERNANDES, 04858570, SP, 7107, Brasil";1
"47273968";"0001";"55";"1";"";"02";"20220725";"00";"";"";"20220725";"0312401";"0121101,0111302,0151202";"SITIO";"DOIS IRMAOS";"S/N";"      ZONA RURAL";"AGUA DO PINHEIRO";"19819899";"SP";"6179";"18";"97751300";"18";"81835751";"18";"33211797";"AGROCOMERCIALCONTABIL@HOTMAIL.COM";"";"";"SITIO, DOIS IRMAOS, S/N, ZONA RURAL, AGUA DO PINHEIRO, 19819899, SP, 6179, Brasil";1
"47307753";"0001";"08";"1";"";"02";"20220727";"00";"";"";"20220727";"0312401";"";"RUA";"JOCA PEREIRA DOS SANTOS";"3149";"CASA";"VILA BELA VISTA";"19470000";"SP";"6927";"18";"97459717";"18";"32817303";"18";"32811437";"ANDRESSA99745@YAHOO.COM";"";"";"RUA, JOCA PEREIRA DOS SANTOS, 3149, CASA, VILA BELA VISTA, 19470000, SP, 6927, Brasil";1
